Data S1. Processed proteomic data for M. capitata colony MC289 (n=2 per treatment/time point). Normalized abundance values and peptide statistics are shown for each protein identified. 																																	
Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	MC-289_T1-Amb_1603	MC-289_T1-Amb_1609	MC-289_T1-HiT_2878	MC-289_T1-HiT_2023	MC-289_T3-Amb_1595	MC-289_T3-Amb_2741	MC-289_T3-HiT_2183	MC-289_T3-HiT_2058	MC-289_T5-Amb_1721	MC-289_T5-Amb_2874	MC-289_T5-HiT_1341	MC-289_T5-HiT_2998	MC-289_Field_289-1	MC-289_Field_289-2	# Protein Groups	Modifications
FALSE	High	Master Protein	Montipora_capitata_PredGene_g39294	Montipora_capitata_PredGene_g39294	0	FALSE	31.488	36	4	10	4	149	16.4	7.68	24.55	4	0	463.8	467.9	338.2	489.8	396.5	480	428.8	478.5	591.9	559.8	412	247.1	421.2	409.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g54578	Montipora_capitata_PredGene_g54578	0	FALSE	24.087	27	5	7	5	210	24.3	8.25	4.34	5	0	474.2	414.9	384.5	390.9	454.2	389.3	380.3	489	306.6	431.2	400.8	297.7	609.4	346.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g62300	Montipora_capitata_PredGene_g62300	0	FALSE	7.468	14	2	2	2	174	18.5	8.95	0	2	0	11.1	18.2	12.6	12.2	14.7	10.2	17	9.9	17.1	15.2	15.2	14.2	13.6	13.5	1	
FALSE	Medium	Master Protein	Montipora_capitata_PredGene_g40458	Montipora_capitata_PredGene_g40458	0.018	FALSE	1.44	2	1	1	1	406	45.9	9.36	0	1	0	169.5	113.4	109.4	134.3	181.6	193.4	97.6	124.3	111.1	88.8	134.7	120.4	183	197.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g39010	Montipora_capitata_PredGene_g39010	0	FALSE	24.675	23	4	15	1	172	19.2	8.78	20.7	4	0	124.3	82.9	85.4	92.3	97.6	75.4	94.7	99.8	127.2	114	114	61.9	134.6	71.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g6327	Montipora_capitata_PredGene_g6327	0	FALSE	7.995	20	3	3	3	161	18.3	9.03	0	3	0	408.9	335	293.9	356.4	487.3	487.5	332.3	311.4	270.4	423.8	446.3	337.4	415.6	393.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g58325	Montipora_capitata_PredGene_g58325	0.001	FALSE	3.817	4	1	1	1	354	40.8	6.44	2.91	1	0	11.7	10	9.2	9.7	14.2	15.1	7.7	2.3	10.5	10.6	9.8	9.2	11	10	1	
FALSE	Medium	Master Protein	Montipora_capitata_PredGene_g29507	Montipora_capitata_PredGene_g29507	0.021	FALSE	1.389	6	1	1	1	113	13.1	5.33	0	1	0	51.7	55.1	44.9	48.5	42.6	44.6	38.2	42.8	51	47	47.6	45.5	44.6	43.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g65506	Montipora_capitata_PredGene_g65506	0	FALSE	72.716	12	19	19	19	2069	227.2	7.18	18.25	19	0	431.3	263.8	244.8	356.4	425.3	421.5	175.3	171.7	274.7	281.9	134.1	358.8	367.6	248	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g56130	Montipora_capitata_PredGene_g56130	0	FALSE	58.519	24	6	20	4	351	39.1	5.64	26.86	6	0	387.8	368.1	309.9	353.7	371.3	340.8	317.5	319.3	257.3	360.4	312.4	280	397.1	398.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g5285	Montipora_capitata_PredGene_g5285	0	FALSE	35.848	36	6	9	6	241	27.2	7.08	13.65	6	0	160.8	168.3	158	131.6	184.8	167.7	123.3	121.2	143.5	181.6	115.5	153.4	160.4	174.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g55913	Montipora_capitata_PredGene_g55913	0	FALSE	19.931	12	3	6	3	228	26.1	7.69	7.68	3	0	344.6	306.4	262.6	308.2	304	286	235.4	214	194.1	301.1	246.3	321.3	334.7	268	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g56203	Montipora_capitata_PredGene_g56203	0	FALSE	15.853	12	5	7	5	366	42.4	4.72	7.31	5	0	59.3	55.3	39.1	64.4	58.5	57.7	45.4	53.6	53.3	72.3	50.9	55.1	41.2	45	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g32049	Montipora_capitata_PredGene_g32049	0	FALSE	14.867	9	3	4	3	386	43.5	4.97	5.18	3	0	255.2	269.7	244.8	215.9	238.5	264.3	262.8	182.6	246	237.9	175.6	189.4	225.6	254.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g62605	Montipora_capitata_PredGene_g62605	0	FALSE	13.05	2	5	5	5	1864	209.3	8.4	4.91	5	0	24.1	27.6	23.1	22.2	32.7	24.8	21.7	26.9	19.6	22.6	22	22.5	21.9	21.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g58372	Montipora_capitata_PredGene_g58372	0	FALSE	22.205	21	6	7	6	418	43.2	4.86	9.78	6	0	401.8	499.9	386.6	399.6	713.1	558.3	527.8	343.2	429	349.7	378.9	387.3	463.2	473.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g33291	Montipora_capitata_PredGene_g33291	0	FALSE	21.027	33	6	6	6	245	27.1	5.03	6.05	6	0	178.6	235	184	175.6	189.3	203.9	207.5	187.4	221.1	215.6	218.2	200.3	220.2	277.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g30753	Montipora_capitata_PredGene_g30753	0	FALSE	16.116	3	3	4	3	1029	114.4	8.76	0	3	0	178.9	163.8	150.8	149.4	228.7	214.2	170.3	195.7	79.1	157.4	177.9	102.3	177.8	152.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g63273	Montipora_capitata_PredGene_g63273	0	FALSE	13.83	32	3	11	3	100	10.9	6.52	16.07	3	0	1013.9	1010.6	886.2	889.9	899.3	743.8	992.5	947	814.5	1234.2	1143.6	638	1196.2	1059.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g3114	Montipora_capitata_PredGene_g3114	0	FALSE	39.04	20	6	21	6	458	49.5	7.59	25.52	6	0	1005.7	945.8	869.8	842.8	917	888.8	846.1	825.7	732.7	1038.3	801.7	589.8	935	872.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g52525	Montipora_capitata_PredGene_g52525	0	FALSE	28.993	31	6	7	6	237	27.3	5.22	5.35	6	0	269.9	195.2	203.4	199.8	223.5	242.4	140.5	129	379.6	226.5	141.2	286.2	230.3	200.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g31846	Montipora_capitata_PredGene_g31846	0	FALSE	21.584	6	5	6	5	1095	121.4	5.71	4.92	5	0	169.3	151	124.9	157.6	154.5	147.6	157.2	170	160.2	188.8	169.8	230.2	182.4	196.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA35522_R0	Montipora_capitata_PredGene_adi2mcaRNA35522_R0	0	FALSE	19.979	7	6	7	5	1149	130.4	5.88	1.65	6	0	315.8	325.2	286.3	276.7	300.7	295.3	206.3	226.3	233.9	251.9	262.3	439.6	336.1	352.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g54323	Montipora_capitata_PredGene_g54323	0	FALSE	15.705	7	3	3	3	529	58.5	7.99	7.16	3	0	165.4	120.4	113.8	134.8	159.3	150.3	105.8	95.3	155.1	158.8	124.2	201.9	186.5	169	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA23294_R0	Montipora_capitata_PredGene_adi2mcaRNA23294_R0	0	FALSE	10.486	7	2	2	2	712	78.7	4.98	2.42	2	0	34.6	28.7	23.3	32.8	32.1	38	34.3	34.8	26.5	40.8	41.3	27.4	27.4	41.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g30123	Montipora_capitata_PredGene_g30123	0	FALSE	8.181	5	2	2	2	721	81.7	7.55	5.66	2	0	11	12	9.6	10.5	7.8	8.4	10.4	9.8	1.7	8.3	8.4	12.9	11.2	6.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g29876	Montipora_capitata_PredGene_g29876	0	FALSE	5.593	7	2	3	2	328	34.4	7.69	1.65	2	0	21.8	16.6	15.4	18.1	15.2	18.4	20.9	13	169.9	28.2	35.9	425	20	16.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g28728	Montipora_capitata_PredGene_g28728	0.007	FALSE	1.89	15	1	1	1	124	13	7.64	0	1	0	262.9	225.3	250.2	182.7	125.1	153.6	205.7	221.9	279.5	325.3	217.7	40.7	109	84.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g39380	Montipora_capitata_PredGene_g39380	0	FALSE	54.358	17	11	14	5	766	86	5.16	16.46	11	4	711.4	845.3	689.4	673.8	641.2	593.7	871.6	930	523.1	818.1	796.8	631.9	865.8	695.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g61008	Montipora_capitata_PredGene_g61008	0	FALSE	35.93	31	9	11	3	327	37.1	6.42	11.43	9	0	217.9	211.5	184.5	193.2	226	218.4	176.5	198.5	231.4	229.1	161.2	201.5	252.5	206.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g15548	Montipora_capitata_PredGene_g15548	0	FALSE	32.971	47	5	24	5	115	12.9	6.52	8.03	5	0	492.4	547.7	493.6	422.1	434.7	408.7	478.8	374.1	476.3	515.1	488.5	324.7	497.5	476.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA9177_R2	Montipora_capitata_PredGene_adi2mcaRNA9177_R2	0	FALSE	23.139	12	6	9	1	1020	112.9	5.24	0	6	0	62.5	42.3	31.6	64.6	16.7	38.1	35.8	39.1	95.2	66	29.6	13.9	27.2	28.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g22645	Montipora_capitata_PredGene_g22645	0	FALSE	17.574	26	5	5	4	232	26.2	7.15	4.55	5	1	43.4	129	67.3	64.4	43	40.4	27	31.6	21	37.1	26.3	90.8	132.5	436.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g60137	Montipora_capitata_PredGene_g60137	0	FALSE	5.695	10	2	2	2	168	19.5	4.73	2.08	2	0	311.2	288.5	264	262.8	288.8	258.6	231.9	222	264.3	312	242.5	232.8	376.8	296.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA21693_R0	Montipora_capitata_PredGene_adi2mcaRNA21693_R0	0	FALSE	5.086	1	2	2	2	1490	170.4	7.17	0	2	0	41.5	35.1	27.2	41.2	29.4	32.7	19	15.3	21.2	30.8	26.1	47.7	26.4	24.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g3867	Montipora_capitata_PredGene_g3867	0.001	FALSE	3.97	2	2	2	2	813	92	5.41	1.64	2	0	23	28.1	24.5	20.4	24.7	28.2	15.9	15	51	25.6	22.1	38.7	24.4	26.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g22282	Montipora_capitata_PredGene_g22282	0.001	FALSE	3.619	8	1	1	1	173	19.5	8.44	2.3	1	0	72	101.1	112.1	50.1	113.1	88.7	74.6	52.7	84.4	50.6	46	41.6	101.2	84.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g25250	Montipora_capitata_PredGene_g25250	0	FALSE	76.229	19	12	28	11	990	112.4	7.93	32.84	12	2	1342.1	1190.9	1141.7	1085	972.8	999.6	942.2	976.7	933.4	1431.8	1095.1	957	995.1	1463.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g30596	Montipora_capitata_PredGene_g30596	0	FALSE	15.431	18	4	6	4	220	24.3	7.9	7.52	4	0	334.2	385.4	328.5	303.8	337.5	317.5	334.9	289.4	346.1	379.4	320.2	308.1	330.5	381.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g32029	Montipora_capitata_PredGene_g32029	0	FALSE	10.796	27	3	8	3	154	17.7	8.56	6.95	3	0	431.4	391.6	367.2	356.5	327.3	384.4	437.5	370.3	319.5	377	358.1	296.1	372.8	353.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g18798	Montipora_capitata_PredGene_g18798	0	FALSE	9.316	15	3	3	3	226	26.2	7.99	4.14	3	0	171.1	173.7	140.2	164	139.4	173.8	216.9	200.9	61.1	199.1	222.7	378.3	122	191.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g36066	Montipora_capitata_PredGene_g36066	0	FALSE	7.53	11	2	3	2	166	18.6	6.44	2.59	2	0	333.4	355.4	301	305	319.2	328.9	258.3	242.4	344.5	418.9	387	258.3	272.3	330.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g40031	Montipora_capitata_PredGene_g40031	0	FALSE	7.015	7	1	1	1	204	22.9	7.36	2.04	1	0	44.1	43.6	32.6	45.8	25.5	44.9	33.8	24.7	31.2	38.9	53	53.7	13.6	29.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g28683	Montipora_capitata_PredGene_g28683	0	FALSE	5.343	1	2	2	2	1408	155.6	6.18	0	2	0	66.8	90.9	70.7	66.5	94.6	95	60.1	66.1	85.9	67.2	51.8	88.3	81	72.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g49954	Montipora_capitata_PredGene_g49954	0	FALSE	5.046	4	1	1	1	346	39.3	7.15	2.07	1	0	39.3	34.3	31.3	33.4	39.3	32.1	40.1	39.4	10.8	38.1	39.4	29.2	34.5	32.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g55709	Montipora_capitata_PredGene_g55709	0	FALSE	31.456	27	6	11	6	354	38.8	5.48	4.41	6	0	809.6	851.9	715.8	747.8	908.5	892.5	664.7	675.2	464.6	711.3	567.6	603.8	806.1	793.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g67245	Montipora_capitata_PredGene_g67245	0	FALSE	22.525	20	10	12	10	488	55.1	6.48	1.63	10	0	111.3	130.1	110.8	101.3	112.3	106.3	93.2	101	137.7	117.5	94.5	120.4	111.6	120.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g10806	Montipora_capitata_PredGene_g10806	0.001	FALSE	3.759	19	2	2	2	191	21.7	8.44	2.17	2	0	76.1	95.6	71.1	79.4	77.9	73.6	42.2	54.8	24	89.1	50.4	59.1	80.1	60.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g52752	Montipora_capitata_PredGene_g52752	0	FALSE	36.648	27	7	12	7	369	41.7	8.32	20.86	7	0	691.9	683.6	657.1	560	582	630.5	610.2	627.1	618.3	693.2	640.8	642.4	652.9	697.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g66204	Montipora_capitata_PredGene_g66204	0	FALSE	26.169	9	7	8	7	779	87.2	9.17	8.37	7	0	23.3	16.6	15.1	19.9	19	16	17.2	23.9	16.1	21.2	23.4	25.5	15.7	17.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g34163	Montipora_capitata_PredGene_g34163	0	FALSE	20.414	33	6	11	6	229	24.6	5.43	9.26	6	0	639.7	776.7	630.2	613	737.4	687.8	640	635	976.7	736.7	662.1	667.2	927.4	848.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g55162	Montipora_capitata_PredGene_g55162	0	FALSE	11.188	13	3	3	3	280	31.1	7.53	2.09	3	0	116.3	112.2	97.6	104.1	106.7	87.7	76.4	86.2	123.9	132.6	120.7	117.3	100.6	112	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA15974_R0	Montipora_capitata_PredGene_adi2mcaRNA15974_R0	0	FALSE	7.082	10	3	4	3	354	38.5	8.24	1.71	3	0	60.8	39.3	41.4	44.9	50	59.4	53	65.2	43.8	57.7	58	67.6	43.1	34.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g4772	Montipora_capitata_PredGene_g4772	0.001	FALSE	3.492	10	2	2	2	212	23.8	8.6	0	2	0	246.7	295	253.3	223.7	273.2	250.6	242.6	321.4	196.7	285.7	241.1	271.9	295.1	287.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g66526	Montipora_capitata_PredGene_g66526	0.001	FALSE	2.883	4	1	1	1	232	25.5	8.65	0	1	0	48	31.6	36.3	32.6	27.6	31.9	30.9	36.9	30.2	35.7	32.8	33.4	24.8	22.3	1	
FALSE	Medium	Master Protein	Montipora_capitata_PredGene_g37236	Montipora_capitata_PredGene_g37236	0.014	FALSE	1.555	8	1	1	1	102	11.5	9.33	0	1	0	143.2	111.1	116.8	106	137.6	143.6	107.9	83.6	23.8	98.5	66.9	22.8	110.5	96.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g68939	Montipora_capitata_PredGene_g68939	0	FALSE	27.39	11	3	20	3	289	30.5	8.34	46.44	3	0	578.8	631.2	399.4	713.3	587	672.8	793.5	866.1	754.1	644.3	562.5	962.6	964.8	984	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g65543	Montipora_capitata_PredGene_g65543	0	FALSE	20.517	15	6	9	3	828	89.8	5.67	10.73	6	1	29.9	42.4	37.6	26.2	44.4	34.6	28.3	31.7	38	28.7	33.4	10.8	29.4	25.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA12226_R0	Montipora_capitata_PredGene_adi2mcaRNA12226_R0	0	FALSE	16.653	28	3	3	3	148	16.4	7.21	2.05	3	0	191.9	215.4	178	180.9	226.2	207.7	165.8	162.1	214.4	187.7	183.8	233.6	209.9	216.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g25015	Montipora_capitata_PredGene_g25015	0	FALSE	4.928	17	2	2	2	118	13	5.31	0	2	0	62.4	58.6	56	51	48.7	38.1	45.9	45.6	55.6	57	54.8	52.7	61.6	71.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g62914	Montipora_capitata_PredGene_g62914	0	FALSE	130.07	42	17	271	2	376	41.7	5.48	317.74	17	1	616.8	411	503.2	394.1	402.1	504.6	579.8	557.2	1200.8	404.7	647.2	394.9	370.6	377.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g32336	Montipora_capitata_PredGene_g32336	0	FALSE	62.58	19	13	13	13	1012	113.1	9.32	12.61	13	0	902.6	976.2	973.6	706.8	884	773	946	1037	794.3	1085.7	917.5	495	977.9	954.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA19484_R0	Montipora_capitata_PredGene_adi2mcaRNA19484_R0	0	FALSE	29.498	8	5	6	5	707	79.4	9.42	9.34	5	0	233	257.5	187.7	249.7	240.2	238.7	187.2	189	231.6	259.1	169.8	207.8	224.8	280.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g28771	Montipora_capitata_PredGene_g28771	0	FALSE	20.612	8	5	5	5	757	84.7	6.33	2.03	5	0	232.9	217.4	216.7	182.6	244.6	202	145.3	163.8	225.9	220	188.3	180.5	203	236.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g57559	Montipora_capitata_PredGene_g57559	0	FALSE	19.418	7	6	6	6	994	113	6.07	2.24	6	0	198.6	177.5	137.5	200.3	184.9	208	146.5	140.9	128.5	206.5	118.9	146.1	171.5	169.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA6682_R1	Montipora_capitata_PredGene_adi2mcaRNA6682_R1	0	FALSE	17.41	12	4	4	4	369	41.7	5.9	5.11	4	0	140	117.1	117.2	109.3	121.4	113.1	94.4	107.9	121.1	120.1	107.9	104.4	126.6	131.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g36714	Montipora_capitata_PredGene_g36714	0	FALSE	11.907	6	4	4	4	701	77.3	7.96	4.98	4	0	34.4	34.1	28.2	32.5	34.3	29.3	28.8	33.1	21.7	34.1	31.7	29.9	26.8	38.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g11537	Montipora_capitata_PredGene_g11537	0	FALSE	7.09	22	2	3	2	121	13.6	7.46	2.26	2	0	76	106.1	69.4	90.9	18.7	93.7	42.6	44.4	37	79.1	17.2	13.2	480.2	626.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g36706	Montipora_capitata_PredGene_g36706	0.001	FALSE	3.822	6	2	2	2	266	28.4	6.65	1.61	2	0	49.1	44.7	37.7	45.6	45.6	50	36.5	31.2	34	42.2	44.7	31.9	56.7	42.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g13568	Montipora_capitata_PredGene_g13568	0	FALSE	40.697	22	9	13	9	395	44	6.48	9.09	9	0	820.3	925.8	766.1	776.6	804.2	770.6	744	719.1	898.6	848	692	779.2	813	824.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g40775	Montipora_capitata_PredGene_g40775	0	FALSE	36.162	28	8	10	8	421	46.3	7.49	16.51	8	0	170.2	167.6	144.4	154.7	151.5	173.6	155	143.5	116.2	176.8	211.8	163.5	146	162.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g67044	Montipora_capitata_PredGene_g67044	0	FALSE	27.092	19	6	6	6	405	46.2	7.66	8.63	6	0	294.4	294.4	262.6	258.5	315.4	324.8	262.6	224.3	265.2	223	178.8	161.3	269.8	300.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g15362	Montipora_capitata_PredGene_g15362	0	FALSE	20.962	11	6	7	6	556	61.3	9.19	6.97	6	0	14.4	7.1	8.6	9.3	12.5	12.4	16.1	10.7	597.8	22.4	68.5	1237.2	8.5	12.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g11882	Montipora_capitata_PredGene_g11882	0	FALSE	17.988	17	3	4	2	265	29.3	5.87	5.8	3	0	104.1	114.4	77.5	120.4	129.7	126.2	136.7	149.7	129.7	136.3	104	146	129.6	143.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g70331	Montipora_capitata_PredGene_g70331	0	FALSE	14.039	29	2	4	2	103	11.8	7.34	2.12	2	0	69.4	57.4	52.4	59.6	71.6	60.7	47.8	44.4	50	72.9	72.4	56.6	63.9	63.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g56111	Montipora_capitata_PredGene_g56111	0	FALSE	11.505	6	2	2	2	427	48.1	6.92	0	2	0	254.8	293.6	247.2	236.9	220.1	232.9	227.4	257.7	204.5	251.4	236.2	234	247.8	271.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA15602_R0	Montipora_capitata_PredGene_adi2mcaRNA15602_R0	0	FALSE	9.691	3	3	3	3	988	111.5	6.87	2.7	3	0	142.7	46.3	20.3	254.3	12.8	17.6	39.1	33.8	25.6	254.5	31.1	49.4	24.4	28.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g65411	Montipora_capitata_PredGene_g65411	0	FALSE	6.757	13	3	3	3	272	30.5	5.22	2.17	3	0	59.9	47.5	43.3	51.4	48.1	32.9	49.3	52.5	62.8	63.1	55	76.1	44.2	61.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g25967	Montipora_capitata_PredGene_g25967	0	FALSE	5.944	4	2	2	2	547	60.3	7.94	2.03	2	0	157	76.5	64.4	146.2	84.5	85.2	62.9	55.2	207.6	113.1	73.2	40.7	66.1	96	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA27218_R0	Montipora_capitata_PredGene_adi2mcaRNA27218_R0	0.001	FALSE	3.786	1	1	1	1	908	99.7	5.11	0	1	0	104.3	73.2	67.4	88.7	110.2	115.8	41	44.3	49.6	80.3	41	82.1	95.6	120.9	1	
FALSE	Medium	Master Protein	Montipora_capitata_PredGene_g36321	Montipora_capitata_PredGene_g36321	0.027	FALSE	1.269	2	1	1	1	452	50	6.83	0	1	0	24.3	55.9	43.6	24.3	41.3	39.3	46.9	43.1	27	27	36.4	47.2	71	55.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g56370	Montipora_capitata_PredGene_g56370	0	FALSE	44.202	53	8	10	8	189	19.8	6.34	7.06	8	0	401.8	487.4	444.2	345.8	448.7	379.8	439	420.8	714.4	391.9	425.7	424.4	449.8	478.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g2035	Montipora_capitata_PredGene_g2035	0	FALSE	27.666	15	6	8	6	461	52.9	7.25	4.42	6	0	425.9	426.2	355.6	401.1	335.1	398.9	325.7	308	320.8	413.7	340.7	355.6	298.4	419.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA7635_R0	Montipora_capitata_PredGene_adi2mcaRNA7635_R0	0	FALSE	13.104	4	4	4	4	1388	150.5	4.51	3.12	4	0	87.8	78.2	62.1	87	65.8	63.8	61.1	61.5	69.6	58.5	65	86.7	85	72	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g44535	Montipora_capitata_PredGene_g44535	0	FALSE	8.168	5	2	2	2	438	48.9	5.96	4.09	2	0	23.1	18.9	21	16.3	15.4	15.4	19.1	22.4	13.4	25.7	19.9	23.8	18.2	17	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g8790	Montipora_capitata_PredGene_g8790	0	FALSE	5.329	6	3	3	3	413	45.2	7.06	1.66	3	0	58.8	57.3	51.4	51.5	60	56.3	44.2	58.3	99.9	59.5	56	119.7	55.7	56.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g71416	Montipora_capitata_PredGene_g71416	0.001	FALSE	4.304	3	1	1	1	492	55.5	9.55	2.44	1	0	26.1	25.8	20.3	26.1	35.2	25.7	18.1	25.5	9.1	28.5	23.3	11.1	28	24.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g55291	Montipora_capitata_PredGene_g55291	0.001	FALSE	4.289	19	2	2	2	118	13.2	5.47	1.66	2	0	200.7	198.8	157.9	198.2	163.4	167.3	186.4	179	145	218.9	196.5	49.4	159.2	197.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g8352	Montipora_capitata_PredGene_g8352	0	FALSE	30.526	23	6	12	6	215	23.8	4.84	13.13	6	0	916.4	1111.4	895.8	894.2	856.9	913.6	1083.7	978.8	685.5	1164.6	984.1	824	1014.8	923.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g62143	Montipora_capitata_PredGene_g62143	0	FALSE	25.192	10	8	10	8	1019	113.8	5.95	8.96	8	0	237	205.5	172.1	222.5	221.7	217.9	156.6	160.4	177.4	210.3	207.1	237	204.7	222.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g29256	Montipora_capitata_PredGene_g29256	0	FALSE	5.924	10	2	2	2	317	35.5	5.71	0	2	0	195.6	180.2	185.4	149.6	182.3	189.6	159.6	118.7	126.1	138.5	114.7	131	228.3	216.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g7315	Montipora_capitata_PredGene_g7315	0.007	FALSE	1.873	4	1	1	1	276	30.5	8.5	0	1	0	10.9	16.3	12.5	11.1	9.1	3.8	8.2	10	7.9	13.1	16.1	11.9	12.4	7.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g55287	Montipora_capitata_PredGene_g55287	0	FALSE	32.192	10	6	6	6	837	92.5	5.77	10.96	6	0	127.9	113.6	101.8	112.4	98.6	96.6	111.5	117.4	96.3	134	116.3	79.4	109.4	136.3	1	
